station_name,1R,1K,1DK,1LDK,2K,2DK,2LDK,3K,3DK,3LDK,4K,4DK,pref_cd,lon,lat
東京,,9.98,15.65,20.4,,,,,,,,,13.0,139.76610300000002,35.681391
有楽町,,11.0,,,,,,,,,,,13.0,139.76380600000002,35.675441
新橋,12.28,11.5,14.99,23.74,,,30.97,,,,,,13.0,139.758587,35.666195
浜松町,12.57,11.14,15.89,20.82,,22.0,35.26,,,33.18,,,13.0,139.757135,35.655390999999995
田町,11.67,10.25,14.27,20.99,,,27.73,,,38.13,,,13.0,139.747575,35.645736
高輪ゲートウェイ,11.99,10.67,14.58,22.68,,,24.37,,,,,,13.0,139.7407,35.6355
品川,9.83,9.74,,21.5,,,34.87,,,34.52,,,13.0,139.738999,35.62876
大崎,9.69,9.57,11.62,18.67,,12.61,25.14,,,,,,13.0,139.72843899999998,35.619772
五反田,11.02,9.46,13.29,18.1,13.0,12.52,24.16,,,,,,13.0,139.72382199999998,35.625974
目黒,11.97,11.04,12.92,20.82,11.06,,32.12,,,35.99,,,13.0,139.715775,35.633922999999996
恵比寿,12.33,11.41,15.24,23.97,14.12,23.39,33.22,,,55.18,,,13.0,139.71007,35.646685
渋谷,12.21,11.61,17.54,27.35,18.58,,45.85,,,48.65,,,13.0,139.701238,35.658871000000005
原宿,10.72,12.31,14.94,24.65,,,56.36,,,81.08,,,13.0,139.70259199999998,35.670646000000005
代々木,10.83,10.51,12.73,20.09,,,29.24,,,37.4,,,13.0,139.702042,35.683061
新宿,9.53,11.49,13.04,19.88,,,27.79,,,,,,13.0,139.70046399999998,35.689729
新大久保,7.96,8.73,11.34,15.54,11.8,,,,,,,,13.0,139.700261,35.700875
高田馬場,8.0,9.89,11.62,16.87,,12.97,23.71,,,23.33,,,13.0,139.703715,35.712677
目白,8.02,9.37,11.81,15.94,,,20.68,,,23.48,,,13.0,139.706228,35.720476
池袋,8.38,9.06,12.68,16.2,12.34,13.28,23.78,,,33.34,,,13.0,139.71108600000002,35.730256
大塚,8.05,8.72,10.77,14.29,10.35,11.43,19.75,,,,,,13.0,139.728584,35.731412
巣鴨,8.07,9.33,10.44,15.35,10.18,12.13,19.78,14.25,,,,,13.0,139.739303,35.733445
駒込,8.07,9.24,10.49,15.48,10.27,13.29,20.6,,,,,,13.0,139.748053,35.736825
田端,7.88,8.85,9.01,12.74,9.01,11.27,16.91,,28.2,,,,13.0,139.76122900000001,35.737781
西日暮里,7.57,8.52,9.94,14.59,8.7,10.9,20.19,,,21.88,,,13.0,139.76685700000002,35.731953999999995
日暮里,7.8,8.44,9.68,13.38,10.31,10.82,20.38,,,25.0,,,13.0,139.771287,35.727908
鶯谷,7.55,9.59,10.05,15.11,8.35,11.38,16.12,,,27.48,,,13.0,139.77801499999998,35.721484000000004
上野,9.39,10.21,13.08,16.2,,,20.97,,,22.55,,,13.0,139.777043,35.71379
御徒町,8.91,10.1,13.36,16.49,10.36,,23.52,,,23.5,,,13.0,139.774727,35.707282
秋葉原,10.12,10.23,14.98,17.22,13.6,18.51,24.29,,,,,,13.0,139.77328799999998,35.698619
神田,11.06,9.89,14.56,16.55,,,24.35,,21.0,,,,13.0,139.77064099999998,35.691173
大宮,6.55,6.96,8.81,11.95,,8.74,16.98,,,17.33,,,11.0,139.62405,35.906439
さいたま新都心,,6.99,8.2,9.39,,7.58,13.49,,,17.02,,,11.0,139.633587,35.893867
与野,5.58,6.03,,11.07,,7.34,12.61,,,13.98,,,11.0,139.63908500000002,35.884392999999996
北浦和,6.37,6.08,7.62,10.78,,7.57,10.84,,10.23,15.76,,,11.0,139.645951,35.872053
浦和,5.88,6.91,,12.7,8.11,7.24,13.37,,,17.76,,,11.0,139.65710900000002,35.858496
南浦和,6.13,6.72,6.23,11.92,5.73,8.6,11.77,,9.61,13.61,,,11.0,139.669125,35.847648
蕨,5.56,6.18,,10.69,,7.68,11.88,,10.48,,,,11.0,139.690357,35.827959
西川口,5.56,7.29,8.79,8.7,7.69,8.01,10.47,,9.66,,,,11.0,139.70431200000002,35.815514
川口,6.1,7.63,8.6,11.11,,8.78,12.04,,,15.9,,,11.0,139.717472,35.801869
赤羽,7.03,8.45,9.65,14.67,9.95,12.46,17.62,,15.33,,,,13.0,139.72092800000001,35.778026000000004
東十条,6.67,7.87,8.51,11.28,8.72,10.12,16.48,,13.71,15.79,,,13.0,139.72685800000002,35.763803
王子,6.71,8.31,8.84,12.16,8.96,10.96,18.36,,15.7,,,,13.0,139.73809,35.752538
上中里,6.57,7.57,7.04,15.13,,10.72,,,,,,,13.0,139.745769,35.747279999999996
大井町,8.43,9.46,13.39,15.69,,12.76,22.69,,,30.18,,,13.0,139.73485,35.606257
大森,8.24,8.73,10.97,14.4,10.08,13.61,19.27,,,,,,13.0,139.728079,35.588903
蒲田,8.55,8.54,11.13,14.09,9.57,11.41,16.11,,,16.91,,,13.0,139.716032,35.562517
川崎,7.03,7.73,9.87,13.29,,10.04,14.33,,,16.83,,,14.0,139.697485,35.531310999999995
鶴見,6.31,7.66,8.2,11.15,,10.13,15.66,,12.57,17.54,,,14.0,139.67614,35.508387
新子安,5.56,6.93,,10.48,,,17.2,,,,,,14.0,139.654776,35.487064000000004
東神奈川,7.39,8.05,10.75,11.53,,8.84,,,,,,,14.0,139.633466,35.47804
横浜,7.8,8.26,11.2,17.51,,10.86,25.42,,,25.9,,,14.0,139.622704,35.466195
桜木町,6.31,8.25,9.85,11.84,,,31.12,,,37.33,,,14.0,139.63088100000002,35.451112
関内,6.97,7.88,10.0,14.28,9.23,9.35,20.76,,,17.05,,,14.0,139.636984,35.443335999999995
石川町,6.52,7.38,9.29,13.14,,,26.5,,,22.19,,,14.0,139.642934,35.438808
山手,5.37,6.42,8.4,9.75,,9.22,,,,,,,14.0,139.646425,35.426891
根岸,5.49,7.3,8.8,8.81,,9.03,,,,,,,14.0,139.636034,35.415887
磯子,5.58,5.57,,,7.2,,12.28,,,,,,14.0,139.61791599999998,35.399881
新杉田,6.02,6.69,,9.25,,7.78,,,,,,,14.0,139.619483,35.386863
洋光台,,5.98,,8.9,,,9.43,,,,,,14.0,139.596852,35.378785
港南台,,6.63,,,,,8.13,,,,,,14.0,139.576243,35.375183
本郷台,5.86,6.44,,,,,,,,,,,14.0,139.550159,35.36787
大船,6.1,6.82,,11.33,,,15.86,,,15.58,,,14.0,139.531127,35.353466
御茶ノ水,9.89,10.37,13.28,17.63,,15.56,26.05,,,,,,13.0,139.76495500000001,35.699605
水道橋,10.75,10.23,13.4,17.37,,15.4,26.02,,,,,,13.0,139.754312,35.702039
飯田橋,11.27,10.8,13.92,19.73,14.11,,30.08,,,67.0,,,13.0,139.74514299999998,35.701834999999996
市ケ谷,9.6,10.04,14.63,19.08,13.74,,31.06,,,57.83,,,13.0,139.73558300000002,35.691
四ツ谷,10.02,11.11,12.85,17.09,,,37.83,,,51.76,,,13.0,139.73064399999998,35.686040999999996
信濃町,9.89,10.07,13.7,19.1,15.63,,25.88,,,43.25,,,13.0,139.720729,35.680031
千駄ケ谷,10.02,11.6,13.77,21.61,,,,,,,,,13.0,139.711644,35.681231
大久保,9.33,9.1,12.56,17.32,10.48,,23.03,,,29.57,,,13.0,139.69732,35.700784000000006
東中野,7.83,9.3,10.89,15.4,10.27,12.3,19.11,,,,,,13.0,139.684436,35.706528999999996
中野,7.51,8.54,11.28,15.59,9.35,12.6,20.62,,,21.66,,,13.0,139.66583500000002,35.705765
高円寺,7.25,8.33,10.25,15.21,9.99,11.71,19.64,,,,,,13.0,139.649664,35.705326
阿佐ケ谷,6.74,7.73,10.14,14.08,9.2,13.03,18.06,,,,,,13.0,139.635868,35.704817999999996
荻窪,7.54,8.1,11.05,13.36,10.97,12.46,15.9,,,,,,13.0,139.620109,35.704522999999995
西荻窪,7.47,7.85,11.58,14.2,10.24,11.19,22.32,,,,,,13.0,139.59936100000002,35.703842
吉祥寺,7.19,8.04,9.44,13.44,8.94,14.45,20.46,,,,,,13.0,139.57976499999998,35.703119
三鷹,8.02,7.36,9.85,13.31,9.57,12.57,20.98,,,24.22,,,13.0,139.560325,35.702683
武蔵境,7.28,7.29,9.41,13.54,11.67,10.52,14.69,,10.6,19.36,,,13.0,139.54340200000001,35.702083
東小金井,5.8,6.33,7.29,9.93,8.3,9.05,,,12.5,15.27,,,13.0,139.52483700000002,35.701643
武蔵小金井,6.09,6.44,7.63,12.37,,8.26,13.83,,10.3,26.85,,,13.0,139.506483,35.701337
国分寺,5.91,6.61,7.99,10.53,8.92,8.61,,,,,,,13.0,139.480841,35.700123
西国分寺,5.33,6.15,,,6.34,7.8,9.72,,,,,,13.0,139.465994,35.699744
国立,5.53,6.64,9.33,13.98,8.5,9.43,16.95,,,14.8,,,13.0,139.44634,35.69923
立川,5.9,7.13,8.47,12.09,8.36,9.4,16.25,,,19.96,,,13.0,139.413704,35.698202
日野,4.71,5.72,,9.35,,6.99,9.41,,,11.6,,,13.0,139.39393,35.679244
豊田,6.11,6.14,7.48,9.78,8.22,8.59,10.98,,,,,,13.0,139.381495,35.659502
八王子,4.32,6.29,7.53,10.49,6.0,7.46,10.83,,11.13,14.85,,,13.0,139.338998,35.655555
西八王子,3.79,5.94,6.66,9.39,,6.88,9.98,,9.0,,,,13.0,139.31264,35.656621
高尾,3.94,5.31,,,,7.15,11.34,,,,,,13.0,139.282288,35.642026
千葉,6.08,6.19,6.96,9.13,,6.69,11.6,,8.57,15.57,,,12.0,140.112837,35.613425
西千葉,5.61,4.97,7.32,9.13,,,8.97,,,16.66,,,12.0,140.103337,35.622639
稲毛,5.6,5.55,6.68,8.42,,7.52,9.49,,8.43,,,,12.0,140.09256000000002,35.637264
新検見川,5.25,5.37,,7.23,5.2,6.52,8.86,,,,,,12.0,140.073025,35.65169
幕張,6.0,5.8,6.64,8.22,,6.56,,,7.02,,,,12.0,140.057899,35.6594
幕張本郷,4.61,6.11,7.7,8.51,,7.85,11.58,,8.76,10.98,,,12.0,140.042241,35.672664000000005
津田沼,5.43,6.24,7.12,10.56,,,14.33,,,15.24,,,12.0,140.020179,35.691367
東船橋,6.44,6.29,7.12,9.45,,8.29,10.36,,8.42,,,,12.0,140.00393,35.699811
船橋,6.22,6.73,7.67,11.87,7.02,8.2,14.5,,,16.26,,,12.0,139.98470700000001,35.701865000000005
西船橋,7.42,6.87,8.19,10.11,6.73,8.45,11.76,,9.44,11.87,,,12.0,139.959536,35.707283000000004
下総中山,5.45,6.45,7.7,10.0,,7.62,12.14,,,,,,12.0,139.94309199999998,35.714276
本八幡,6.3,6.84,7.7,9.76,6.87,8.47,12.19,,10.23,18.78,,,12.0,139.92741,35.720898
市川,6.6,6.64,7.5,10.66,7.19,8.82,13.66,,,19.84,,,12.0,139.908142,35.728903
小岩,5.76,6.72,7.76,9.96,8.16,9.0,13.42,,,11.2,,,13.0,139.881755,35.733207
新小岩,6.34,7.48,7.75,11.59,,9.1,13.76,,,,,,13.0,139.857777,35.716903
平井,6.31,6.97,8.26,10.82,,13.04,15.16,,,19.15,,,13.0,139.842181,35.70643
亀戸,8.02,8.26,9.65,13.3,9.67,10.9,15.49,,,16.77,,,13.0,139.826262,35.697345
錦糸町,8.75,8.92,11.38,14.4,9.03,14.56,19.56,,,21.04,,,13.0,139.81413600000002,35.696802000000005
両国,8.69,9.42,11.1,15.74,10.74,12.59,19.65,,,,,,13.0,139.79333400000002,35.69579
浅草橋,9.02,10.17,12.12,16.8,13.22,16.05,21.98,,,,,,13.0,139.784427,35.697403
戸塚,5.73,6.7,9.37,11.36,,8.11,,,,16.44,,,14.0,139.53428200000002,35.400432
藤沢,5.81,6.8,7.27,9.47,,7.94,12.11,,,14.55,,,14.0,139.487293,35.338882
辻堂,5.99,5.95,,,,7.9,8.07,,,17.7,,,14.0,139.44710600000002,35.336847
茅ケ崎,5.59,5.66,6.17,10.57,,8.45,,,,21.31,,,14.0,139.407197,35.330740999999996
平塚,5.49,5.83,,,,6.47,10.55,,,12.68,,,14.0,139.349063,35.327647
大磯,,4.86,,,,,,,,,,,14.0,139.31338799999997,35.311299
二宮,,5.57,,,,,,,,,,,14.0,139.256925,35.298644
国府津,,4.47,,6.77,,,,,,,,,14.0,139.212932,35.280832000000004
鴨宮,4.11,5.15,5.17,6.66,,6.35,6.39,,6.47,,,,14.0,139.180147,35.275744
小田原,5.64,6.35,,7.06,,6.11,,,,,,,14.0,139.15577199999998,35.256225
早川,,3.96,,,,,,,,,,,14.0,139.145014,35.238875
根府川,,,,,,,,,,,,,14.0,139.138504,35.202455
真鶴,,,,,,,,,,,,,14.0,139.132148,35.156837
湯河原,,5.37,,,,,,,,,,,14.0,139.102142,35.146178000000006
三河島,6.96,8.45,8.58,12.14,8.32,10.36,19.24,,,,,,13.0,139.777131,35.733383
南千住,7.83,8.16,10.71,15.28,8.36,10.83,19.73,,,18.33,,,13.0,139.7994,35.734033000000004
北千住,6.56,7.57,9.19,12.16,8.34,9.8,15.63,,,18.67,,,13.0,139.804872,35.749677
綾瀬,6.27,6.87,7.88,10.9,7.02,8.73,11.17,,10.16,13.01,,,13.0,139.825019,35.762221999999994
亀有,6.39,6.99,8.05,10.25,11.09,8.93,12.5,,10.97,12.2,,,13.0,139.847573,35.766527
金町,5.28,6.32,6.63,10.34,,8.32,11.63,,,13.66,,,13.0,139.870482,35.769582
松戸,6.14,6.48,7.74,10.95,,8.5,11.59,,,16.46,,,12.0,139.900779,35.784471999999994
北松戸,6.41,5.75,6.86,7.94,,7.13,8.74,,8.57,,,,12.0,139.911528,35.800459000000004
馬橋,5.3,5.82,7.23,7.59,,5.89,9.84,,6.8,11.91,,,12.0,139.917305,35.811682
新松戸,5.4,5.62,4.8,7.5,,5.49,8.39,,,9.56,,,12.0,139.921076,35.825466999999996
北小金,4.49,5.08,,7.87,,6.88,9.04,,,,,,12.0,139.931303,35.833436
南柏,4.84,5.38,6.32,9.31,,6.47,10.6,,,11.03,,,12.0,139.954111,35.844654999999996
柏,4.9,6.38,7.84,10.16,,10.44,12.74,,,14.8,,,12.0,139.971148,35.862316
北柏,4.11,4.79,,7.13,,,,,,9.49,,,12.0,139.988035,35.875623
我孫子,4.24,4.95,,8.71,,5.84,9.04,,,,,,12.0,140.01046599999998,35.87279
天王台,3.67,4.62,,7.41,,5.7,9.39,,,8.7,,,12.0,140.04121,35.872558000000005
片倉,3.96,4.83,,7.99,,6.59,8.2,,7.78,,,,13.0,139.34118999999998,35.639703999999995
八王子みなみ野,5.69,5.82,,8.55,,,10.25,,,11.7,,,13.0,139.330678,35.630664
相原,4.2,4.91,,7.64,,6.82,7.8,,6.96,,,,13.0,139.33168999999998,35.60694
橋本,4.22,5.52,7.01,8.35,,7.78,9.42,,8.9,,,,14.0,139.34458600000002,35.594975
相模原,4.91,5.17,5.97,8.63,,7.73,9.31,,,8.2,,,14.0,139.37100700000002,35.58113
矢部,3.66,4.66,6.49,,,6.34,,,,,,,14.0,139.386373,35.573275
淵野辺,4.36,5.08,6.14,9.9,5.77,6.74,8.71,,,,,,14.0,139.395075,35.568784
古淵,5.13,5.29,,8.09,,6.64,7.22,,7.48,10.59,,,14.0,139.419151,35.556055
町田,6.12,7.07,8.47,9.98,,8.39,12.7,,8.01,15.41,,,13.0,139.445579,35.542004
成瀬,,5.68,7.32,8.96,,7.59,,,,,,,13.0,139.472875,35.535412
長津田,6.25,6.11,6.14,,,7.59,9.6,,8.87,13.07,,,14.0,139.49468000000002,35.531698
十日市場,5.28,5.31,,9.0,,7.69,,,,,,,14.0,139.51668999999998,35.526253999999994
中山,5.67,5.98,6.46,8.52,,7.31,11.58,,9.51,11.34,,,14.0,139.539692,35.514745
鴨居,7.05,6.67,,9.1,,,,,,12.36,,,14.0,139.56707,35.510954999999996
小机,5.67,6.32,,,,6.74,8.5,,,,,,14.0,139.59978700000002,35.508533
新横浜,7.56,8.11,9.91,12.7,,8.24,12.21,,11.62,17.18,,,14.0,139.617348,35.506824
菊名,6.07,6.56,7.54,10.09,7.04,9.47,12.37,,,16.4,,,14.0,139.630147,35.509749
大口,5.5,6.73,8.77,9.26,,7.9,,,,13.8,,,14.0,139.646288,35.492375
羽沢横浜国大,4.98,6.44,,,,,,,,,,,14.0,139.586389,35.481389
武蔵小杉,7.04,8.05,10.3,14.31,9.62,10.2,21.8,,,26.05,,,14.0,139.65963,35.57669
西大井,8.23,8.4,11.05,14.05,,11.87,16.62,,,,,,13.0,139.721729,35.601616
板橋,7.04,8.54,10.34,13.79,8.81,10.47,21.0,,,,,,13.0,139.719507,35.745435
十条,6.3,7.66,8.3,12.0,8.75,10.01,18.77,,15.5,16.07,,,13.0,139.72223300000002,35.760321000000005
北赤羽,5.88,7.41,8.63,10.64,7.1,9.76,,,,,,,13.0,139.70569,35.787007
浮間舟渡,6.0,6.8,,10.91,7.4,9.25,10.17,,,,,,13.0,139.691341,35.791209
戸田公園,5.39,6.2,,13.32,,8.29,,,,,,,11.0,139.678203,35.807906
戸田,5.2,5.79,,12.56,6.6,7.48,12.45,,,13.57,,,11.0,139.669548,35.817665000000005
北戸田,5.19,6.06,7.02,11.32,,6.59,11.21,,,15.15,,,11.0,139.661201,35.826883
武蔵浦和,5.53,6.72,,12.13,,7.73,14.14,,,13.23,,,11.0,139.647974,35.846047
中浦和,4.79,5.71,,10.93,,7.46,9.23,,8.13,10.82,,,11.0,139.6375,35.853769
南与野,,5.77,5.5,8.24,4.5,7.58,10.93,,7.32,,,,11.0,139.631117,35.867456
与野本町,5.41,6.09,6.43,9.18,,,11.31,,8.85,,,,11.0,139.626075,35.880967999999996
北与野,6.77,6.51,7.75,8.71,,8.59,13.35,,8.5,18.87,,,11.0,139.628521,35.890678
日進,6.88,5.59,,7.97,,5.85,7.26,,,14.88,,,11.0,139.606111,35.931554999999996
西大宮,,5.92,,8.31,8.6,,9.41,,,13.0,,,11.0,139.5797968,35.92228133
指扇,4.77,4.78,,7.56,,,7.99,,7.63,9.3,,,11.0,139.564951,35.917023
南古谷,,4.32,,6.38,,,,,,,,,11.0,139.519082,35.903344
川越,5.94,6.55,7.51,9.25,,6.91,10.94,,,,,,11.0,139.483078,35.906742
浜川崎,5.4,6.37,,,,,,,,,,,14.0,139.713483,35.510428000000005
小田栄,5.77,6.58,,9.41,,,,,,,,,14.0,139.70494399999998,35.5145
川崎新町,5.71,7.31,7.95,9.79,,8.3,,,,,,,14.0,139.699348,35.518234
八丁畷,6.06,7.17,,9.6,9.67,9.42,,,,,,,14.0,139.69144599999998,35.523071
尻手,5.94,7.87,8.69,11.12,9.64,9.95,11.81,,12.29,,,,14.0,139.684233,35.530939000000004
矢向,6.14,7.16,7.83,10.38,7.45,9.09,,,,18.78,,,14.0,139.68055,35.539408
鹿島田,6.31,6.97,9.13,12.18,7.37,9.96,17.94,,,19.5,,,14.0,139.674964,35.551459
平間,6.1,7.43,10.22,11.08,,9.92,12.17,,10.7,,,,14.0,139.67103899999998,35.560565000000004
向河原,6.34,7.37,9.96,11.76,,9.01,,,,25.94,,,14.0,139.66725,35.572891
武蔵中原,6.85,7.29,8.03,10.84,,9.47,13.54,,10.84,,,,14.0,139.640613,35.581497999999996
武蔵新城,6.76,7.09,7.3,11.61,,9.31,11.86,,,18.01,,,14.0,139.62941899999998,35.587369
武蔵溝ノ口,7.23,7.37,9.39,12.97,,,,,,17.73,,,14.0,139.61139,35.598923
津田山,5.6,6.73,,10.55,,,,,,14.8,,,14.0,139.600002,35.604259000000006
久地,5.84,6.16,8.03,9.72,,8.39,17.72,,9.65,,,,14.0,139.592714,35.610363
宿河原,5.0,6.08,,10.28,7.97,8.92,11.26,,9.25,,,,14.0,139.579565,35.615429
登戸,6.05,6.34,6.98,12.71,10.93,8.64,12.58,,,14.07,,,14.0,139.570028,35.620889
中野島,5.51,6.28,7.3,9.94,5.61,7.38,11.1,,9.12,10.81,,,14.0,139.5501,35.630134999999996
稲田堤,5.17,5.5,,8.72,,7.49,9.33,,9.14,,,,14.0,139.535173,35.633701
矢野口,4.71,5.12,,8.35,6.09,7.43,,,,11.8,,,13.0,139.520849,35.641304999999996
稲城長沼,4.9,5.16,5.29,8.5,,6.74,8.3,,,10.28,,,13.0,139.502811,35.644184
南多摩,,5.66,,8.62,,7.8,,,,,,,13.0,139.489781,35.649249
府中本町,5.36,6.54,,9.96,,7.86,,,,14.73,,,13.0,139.477142,35.665766
分倍河原,5.18,5.55,5.87,9.8,,8.73,9.92,,,10.78,,,13.0,139.468798,35.668493
西府,5.91,5.71,,9.76,6.62,8.17,11.8,,,,,,13.0,139.457477,35.670912
谷保,6.01,5.97,8.39,,,7.95,12.04,,9.03,11.86,,,13.0,139.446724,35.681377000000005
矢川,5.1,5.72,10.96,11.24,,7.44,8.88,,,,,,13.0,139.431611,35.685078999999995
西国立,5.11,5.86,7.74,10.14,,7.81,12.97,,,14.87,,,13.0,139.423887,35.69375
新川崎,6.15,7.66,8.82,11.34,7.21,8.99,17.92,,,15.57,,,14.0,139.671481,35.551784000000005
保土ケ谷,5.34,6.36,6.77,9.86,,,,,,12.0,,,14.0,139.599671,35.446746000000005
東戸塚,6.28,6.96,,10.76,,9.13,12.52,,11.24,14.25,,,14.0,139.556794,35.430353000000004
北鎌倉,,,,,,,,,,,,,14.0,139.54513400000002,35.337198
鎌倉,7.57,7.13,,,,,,,,,,,14.0,139.550428,35.318793
逗子,,6.38,,,,,,,,,,,14.0,139.578292,35.297391999999995
東逗子,,5.93,,,,,,,,,,,14.0,139.601768,35.298781
田浦,3.95,,,,,,,,,,,,14.0,139.63772600000001,35.29271
横須賀,,4.11,,,,6.43,,,,,,,14.0,139.655855,35.284022
衣笠,5.42,5.54,,,,,,,,,,,14.0,139.661193,35.257090999999996
久里浜,,5.64,,,,5.88,,,,,,,14.0,139.700862,35.233107000000004
北府中,,5.88,,,,,,,,,,,13.0,139.471792,35.68088
新小平,4.84,5.2,,7.9,,7.32,9.4,,,,,,13.0,139.470745,35.73128
新秋津,5.33,5.52,,9.5,6.7,6.26,,,,,,,13.0,139.493592,35.778331
東所沢,5.2,5.81,7.3,8.26,,5.94,,,7.16,8.37,,,11.0,139.513878,35.79461
新座,5.8,5.56,,,,6.74,,,,,,,11.0,139.556328,35.80381
北朝霞,4.96,5.96,5.39,9.46,6.04,8.21,9.77,,,10.68,,,11.0,139.587322,35.815475
西浦和,5.36,5.32,,7.87,,7.15,9.23,,,,,,11.0,139.62770700000002,35.844139
東浦和,5.52,5.61,,8.38,,5.89,8.43,,7.94,16.73,,,11.0,139.704627,35.864079
東川口,5.07,5.7,6.32,9.4,5.47,6.32,11.88,,,15.03,,,11.0,139.744087,35.875246000000004
南越谷,6.23,5.68,,,,6.08,,,7.43,11.49,,,11.0,139.790499,35.876106
越谷レイクタウン,7.3,,,8.32,,,9.95,,,,,,11.0,139.822178,35.876353
吉川,6.3,5.62,5.4,7.58,7.0,6.13,8.04,,,,,,11.0,139.843162,35.87662
吉川美南,,6.08,,8.8,,,,,,,,,11.0,139.85816699999998,35.868056
新三郷,,,,,,,,,,,,,11.0,139.869341,35.858667
三郷,4.88,5.86,,7.45,6.9,6.51,,,,9.23,,,11.0,139.886341,35.845003999999996
南流山,4.15,6.16,7.72,9.14,,6.52,10.77,,8.12,11.8,10.7,,12.0,139.903865,35.838035
新八柱,4.48,5.14,,,,5.72,9.0,,,9.33,,,12.0,139.938393,35.792013
東松戸,5.51,5.83,,9.15,,6.6,10.47,,,14.34,,,12.0,139.943848,35.770610999999995
市川大野,,5.1,,7.22,,6.65,7.97,,6.0,,,,12.0,139.951227,35.755432
船橋法典,,6.03,,8.06,,8.1,8.32,,,9.37,,,12.0,139.966771,35.730435
南船橋,,,,,,,,,,,,,12.0,139.99577299999999,35.681804
市川塩浜,,,,,,,,,,,,,12.0,139.923684,35.666554
尾久,6.55,7.5,7.55,11.43,,8.97,14.83,,,,,,13.0,139.753846,35.746829999999996
宮原,5.91,5.32,,8.92,,5.86,7.83,,7.08,10.36,,,11.0,139.609455,35.940256
上尾,,5.87,,8.96,,5.98,,,,14.0,,,11.0,139.588434,35.973521999999996
北上尾,4.7,5.38,,6.81,,,,,5.98,,,,11.0,139.577223,35.985632
桶川,5.93,4.98,,6.28,,,6.25,,,8.42,,,11.0,139.564274,35.998375
北本,4.29,4.68,,,,6.21,7.07,,,8.49,,,11.0,139.533591,36.032112
鴻巣,,4.47,,,,5.13,,,,8.22,,,11.0,139.509552,36.0592
北鴻巣,,5.31,,,,,,,,,,,11.0,139.476894,36.085529
吹上,4.37,4.27,,,,5.06,,,,,,,11.0,139.45311999999998,36.103062
行田,,5.39,,5.76,,,6.13,,,,,,11.0,139.432103,36.113879
熊谷,4.95,5.52,,,,,,,,,,,11.0,139.389528,36.139627000000004
籠原,3.76,5.19,,6.72,,4.89,6.97,,,,,,11.0,139.330199,36.174479999999996
深谷,5.85,3.96,,6.24,,,5.78,,,,,,11.0,139.28127,36.191344
岡部,,,,,,,,,,,,,11.0,139.237622,36.205645000000004
本庄,,4.31,,5.83,,,5.88,,,,,,11.0,139.188299,36.236228999999994
神保原,,3.92,,4.7,,3.91,4.57,,,,,,11.0,139.149172,36.25359
八丁堀,11.01,9.81,14.21,17.62,,17.02,24.29,,,32.9,,,13.0,139.777705,35.674617
越中島,8.58,9.22,10.95,16.54,,,22.24,,,,,,13.0,139.792713,35.667946
潮見,6.41,8.05,,,,,16.6,,14.56,17.07,,,13.0,139.817341,35.658702000000005
新木場,,,,,,,,,,,,,13.0,139.827402,35.646172
